AFUB_007790	CADAFUBG00000782
AFUB_076470	CADAFUBG00007587
AFUB_091960	CADAFUBG00009109
AFUB_079360	CADAFUBG00007874
AFUB_052580	CADAFUBG00005238
AFUB_055250	CADAFUBG00005505
AFUB_025980	CADAFUBG00002592
AFUB_015370	CADAFUBG00001542
AFUB_045510	CADAFUBG00004541	CADAFUBG00004542
AFUB_036240	CADAFUBG00003611
AFUB_023010	CADAFUBG00002295
AFUB_068140	CADAFUBG00006762
AFUB_019610	CADAFUBG00001955
AFUB_003950	CADAFUBG00000396
AFUB_003490	CADAFUBG00000349
AFUB_049310	CADAFUBG00004911
AFUB_018010	CADAFUBG00001796
AFUB_052040	CADAFUBG00005184
AFUB_034640	CADAFUBG00003450
AFUB_016300	CADAFUBG00001635
AFUB_000880	CADAFUBG00000088
AFUB_091540	CADAFUBG00009067
AFUB_082130	CADAFUBG00008142
AFUB_088400	CADAFUBG00008754
AFUB_099210	CADAFUBG00009817
AFUB_018490	CADAFUBG00001843
AFUB_018760	CADAFUBG00001870
AFUB_099810	CADAFUBG00009877
AFUB_018780	CADAFUBG00001872
AFUB_067530	CADAFUBG00006700
AFUB_074850	CADAFUBG00007425
AFUB_093190	CADAFUBG00009222
AFUB_077950	CADAFUBG00007734
AFUB_051520	CADAFUBG00005132
AFUB_020250	CADAFUBG00002019
AFUB_075650	CADAFUBG00007505
AFUB_080550	CADAFUBG00007982
AFUB_077200	CADAFUBG00007660
AFUB_024530	CADAFUBG00002447
AFUB_047800	CADAFUBG00004770
AFUB_010070	CADAFUBG00001012
AFUB_018050	CADAFUBG00001799
AFUB_037470	CADAFUBG00003734
AFUB_032800	CADAFUBG00003275
AFUB_062510	CADAFUBG00006228
AFUB_018940	CADAFUBG00001888
AFUB_002500	CADAFUBG00000250
AFUB_003330	CADAFUBG00000333
AFUB_057920	CADAFUBG00005771
AFUB_076500	CADAFUBG00007590
AFUB_020350	CADAFUBG00002029
AFUB_098670	CADAFUBG00009763
AFUB_024950	CADAFUBG00002489
AFUB_050900	CADAFUBG00005070
AFUB_064230	CADAFUBG00006372
AFUB_090700	CADAFUBG00008984
AFUB_058370	CADAFUBG00005816
AFUB_047560	CADAFUBG00004746
AFUB_066990	CADAFUBG00006646
AFUB_069100	CADAFUBG00006858
AFUB_100650	CADAFUBG00009952
AFUB_074130	CADAFUBG00007353
AFUB_099410	CADAFUBG00009837
AFUB_005530	CADAFUBG00000555
AFUB_067940	CADAFUBG00006741
AFUB_020490	CADAFUBG00002043
AFUB_075880	CADAFUBG00007528
AFUB_082360	CADAFUBG00008165
AFUB_003710	CADAFUBG00000372
AFUB_007140	CADAFUBG00000717
AFUB_048970	CADAFUBG00004877
AFUB_074360	CADAFUBG00007376
AFUB_057050	CADAFUBG00005684
AFUB_092070	CADAFUBG00009120
AFUB_078540	CADAFUBG00007792
AFUB_085730	CADAFUBG00008504
AFUB_061480	CADAFUBG00006127
AFUB_071940	CADAFUBG00007143
AFUB_090560	CADAFUBG00008970
AFUB_067880	CADAFUBG00006735
AFUB_019950	CADAFUBG00001989
AFUB_064694	CADAFUBG00006419
AFUB_016360	CADAFUBG00001641
AFUB_039830	CADAFUBG00003970
AFUB_040960	CADAFUBG00004083
AFUB_043340	CADAFUBG00004324
AFUB_061390	CADAFUBG00006118
AFUB_051810	CADAFUBG00005161
AFUB_045860	CADAFUBG00004577
AFUB_063960	CADAFUBG00006345
AFUB_072720	CADAFUBG00007212
AFUB_004390	CADAFUBG00000440
AFUB_070190	CADAFUBG00006967
AFUB_054130	CADAFUBG00005393
AFUB_054830	CADAFUBG00005463
AFUB_075060	CADAFUBG00007446
AFUB_006900	CADAFUBG00000693
AFUB_046200	CADAFUBG00004611
AFUB_022260	CADAFUBG00002220
AFUB_095330	CADAFUBG00009435
AFUB_027840	CADAFUBG00002778
AFUB_050280	CADAFUBG00005008
AFUB_078130	CADAFUBG00007751
AFUB_049190	CADAFUBG00004899
AFUB_050220	CADAFUBG00005002
AFUB_031320	CADAFUBG00003127
AFUB_037450	CADAFUBG00003732
AFUB_093490	CADAFUBG00009252
AFUB_060940	CADAFUBG00006074
AFUB_029240	CADAFUBG00002919
AFUB_082410	CADAFUBG00008170
AFUB_002430	CADAFUBG00000243
AFUB_035970	CADAFUBG00003584
AFUB_042830	CADAFUBG00004273
AFUB_036500	CADAFUBG00003637
AFUB_012850	CADAFUBG00001290
AFUB_001600	CADAFUBG00000160
AFUB_030750	CADAFUBG00003070
AFUB_027410	CADAFUBG00002734
AFUB_016050	CADAFUBG00001610
AFUB_002170	CADAFUBG00000217
AFUB_101150	CADAFUBG00010000
AFUB_022780	CADAFUBG00002272
AFUB_017870	CADAFUBG00001782
AFUB_072680	CADAFUBG00007208
AFUB_009370	CADAFUBG00000942
AFUB_050670	CADAFUBG00005047
AFUB_080380	CADAFUBG00007966
AFUB_035020	CADAFUBG00003488
AFUB_056390	CADAFUBG00005618
AFUB_101070	CADAFUBG00009992
AFUB_015790	CADAFUBG00001584
AFUB_016100	CADAFUBG00001615
AFUB_051230	CADAFUBG00005103
AFUB_070640	CADAFUBG00007012
AFUB_023600	CADAFUBG00002354
AFUB_034370	CADAFUBG00003423
AFUB_100190	CADAFUBG00009915
AFUB_059330	CADAFUBG00005913
AFUB_027420	CADAFUBG00002735
AFUB_027730	CADAFUBG00002766
AFUB_018150	CADAFUBG00001809
AFUB_093340	CADAFUBG00009237
AFUB_065310	CADAFUBG00006481
AFUB_077480	CADAFUBG00007688
AFUB_037010	CADAFUBG00003688
AFUB_009170	CADAFUBG00000921
AFUB_062440	CADAFUBG00006221
AFUB_077080	CADAFUBG00007648
AFUB_010290	CADAFUBG00001034
AFUB_071540	CADAFUBG00007102
AFUB_086370	CADAFUBG00008569
AFUB_061700	CADAFUBG00006148
AFUB_027210	CADAFUBG00002714
AFUB_002110	CADAFUBG00000211
AFUB_011140	CADAFUBG00001119
AFUB_049090	CADAFUBG00004889
AFUB_054800	CADAFUBG00005460
AFUB_019160	CADAFUBG00001910
AFUB_031340	CADAFUBG00003129
AFUB_062040	CADAFUBG00006182
AFUB_035290	CADAFUBG00003516
AFUB_060390	CADAFUBG00006019
AFUB_099960	CADAFUBG00009892
AFUB_098880	CADAFUBG00009784
AFUB_000430	CADAFUBG00000043
AFUB_017690	CADAFUBG00001764
AFUB_069470	CADAFUBG00006895
AFUB_070750	CADAFUBG00007023
AFUB_077850	CADAFUBG00007723
AFUB_084030	CADAFUBG00008332
AFUB_012550	CADAFUBG00001260
AFUB_078100	CADAFUBG00007748
AFUB_012610	CADAFUBG00001266
AFUB_024750	CADAFUBG00002469
AFUB_010870	CADAFUBG00001092
AFUB_037840	CADAFUBG00003771
AFUB_077280	CADAFUBG00007668
AFUB_037590	CADAFUBG00003746
AFUB_079750	CADAFUBG00007912
AFUB_071830	CADAFUBG00007132
AFUB_009720	CADAFUBG00000977
AFUB_010860	CADAFUBG00001091
AFUB_005020	CADAFUBG00000504
AFUB_009080	CADAFUBG00000912
AFUB_073010	CADAFUBG00007241
AFUB_064370	CADAFUBG00006386
AFUB_054480	CADAFUBG00005428
AFUB_097338	CADAFUBG00009637
AFUB_019830	CADAFUBG00001977
AFUB_058680	CADAFUBG00005847
AFUB_099660	CADAFUBG00009862
AFUB_009590	CADAFUBG00000964
AFUB_083210	CADAFUBG00008250
AFUB_051700	CADAFUBG00005150
AFUB_051890	CADAFUBG00005169
AFUB_027810	CADAFUBG00002775
AFUB_056950	CADAFUBG00005674
AFUB_083310	CADAFUBG00008260
AFUB_002800	CADAFUBG00000280
AFUB_052340	CADAFUBG00005214
AFUB_065520	CADAFUBG00006502
AFUB_000640	CADAFUBG00000064
AFUB_059260	CADAFUBG00005906
AFUB_039580	CADAFUBG00003945
AFUB_037710	CADAFUBG00003758
AFUB_097650	CADAFUBG00009670	CADAFUBG00009707
AFUB_008070	CADAFUBG00000811
AFUB_050380	CADAFUBG00005018
AFUB_079330	CADAFUBG00007871
AFUB_002260	CADAFUBG00000226
AFUB_092690	CADAFUBG00009181
AFUB_086240	CADAFUBG00008556
AFUB_047770	CADAFUBG00004767
AFUB_017780	CADAFUBG00001773
AFUB_067720	CADAFUBG00006719
AFUB_089370	CADAFUBG00008851
AFUB_024260	CADAFUBG00002420
AFUB_073140	CADAFUBG00007254
AFUB_050010	CADAFUBG00004981
AFUB_074880	CADAFUBG00007428
AFUB_053040	CADAFUBG00005284
AFUB_022870	CADAFUBG00002281
AFUB_051400	CADAFUBG00005120
AFUB_064490	CADAFUBG00006398
AFUB_091810	CADAFUBG00009094
AFUB_078410	CADAFUBG00007779
AFUB_003100	CADAFUBG00000310
AFUB_089420	CADAFUBG00008856
AFUB_068880	CADAFUBG00006836
AFUB_100280	CADAFUBG00009924
AFUB_005570	CADAFUBG00000559
AFUB_009430	CADAFUBG00000948
AFUB_033490	CADAFUBG00003344
AFUB_005430	CADAFUBG00000545
AFUB_089830	CADAFUBG00008897
AFUB_034400	CADAFUBG00003426
AFUB_013180	CADAFUBG00001323
AFUB_030830	CADAFUBG00003078
AFUB_003250	CADAFUBG00000325
AFUB_019250	CADAFUBG00001919
AFUB_032640	CADAFUBG00003259
AFUB_025720	CADAFUBG00002566
AFUB_093430	CADAFUBG00009246
AFUB_034000	CADAFUBG00003386
AFUB_042950	CADAFUBG00004285
AFUB_073560	CADAFUBG00007296
AFUB_028150	CADAFUBG00002809
AFUB_027780	CADAFUBG00002772
AFUB_007660	CADAFUBG00000769
AFUB_039030	CADAFUBG00003890
AFUB_062180	CADAFUBG00006195
AFUB_031460	CADAFUBG00003141
AFUB_031500	CADAFUBG00003145
AFUB_063570	CADAFUBG00006306
AFUB_001410	CADAFUBG00000141
AFUB_072630	CADAFUBG00007203
AFUB_086080	CADAFUBG00008540
AFUB_041170	CADAFUBG00004104
AFUB_007000	CADAFUBG00000703
AFUB_081610	CADAFUBG00008089
AFUB_097720	CADAFUBG00009677
AFUB_014090	CADAFUBG00001414
AFUB_030880	CADAFUBG00003083
AFUB_067370	CADAFUBG00006684
AFUB_057290	CADAFUBG00005708
AFUB_036020	CADAFUBG00003589
AFUB_044320	CADAFUBG00004422	CADAFUBG00004443
AFUB_092710	CADAFUBG00009183
AFUB_022790	CADAFUBG00002273
AFUB_041770	CADAFUBG00004166
AFUB_059530	CADAFUBG00005933
AFUB_000800	CADAFUBG00000080
AFUB_043550	CADAFUBG00004345
AFUB_058310	CADAFUBG00005810
AFUB_021040	CADAFUBG00002098
AFUB_069880	CADAFUBG00006936
AFUB_074390	CADAFUBG00007379
AFUB_018710	CADAFUBG00001865
AFUB_011570	CADAFUBG00001162
AFUB_049110	CADAFUBG00004891
AFUB_072940	CADAFUBG00007234
AFUB_101540	CADAFUBG00010039
AFUB_043990	CADAFUBG00004389
AFUB_085450	CADAFUBG00008476
AFUB_041100	CADAFUBG00004097
AFUB_027490	CADAFUBG00002742
AFUB_002790	CADAFUBG00000279
AFUB_012780	CADAFUBG00001283
AFUB_094850	CADAFUBG00009388
AFUB_090210	CADAFUBG00008935
AFUB_067510	CADAFUBG00006698
AFUB_034430	CADAFUBG00003429
AFUB_011080	CADAFUBG00001113
AFUB_066480	CADAFUBG00006598
AFUB_039310	CADAFUBG00003918
AFUB_056240	CADAFUBG00005603
AFUB_012000	CADAFUBG00001205
AFUB_069250	CADAFUBG00006873
AFUB_049790	CADAFUBG00004959
AFUB_076340	CADAFUBG00007574
AFUB_026860	CADAFUBG00002680
AFUB_085930	CADAFUBG00008524
AFUB_058230	CADAFUBG00005802
AFUB_056910	CADAFUBG00005670
AFUB_076020	CADAFUBG00007542
AFUB_012490	CADAFUBG00001254
AFUB_003500	CADAFUBG00000350
AFUB_092490	CADAFUBG00009162
AFUB_037690	CADAFUBG00003756
AFUB_047140	CADAFUBG00004704
AFUB_069700	CADAFUBG00006918
AFUB_101130	CADAFUBG00009998
AFUB_039410	CADAFUBG00003928
AFUB_089560	CADAFUBG00008870
AFUB_012890	CADAFUBG00001294
AFUB_076040	CADAFUBG00007544
AFUB_029580	CADAFUBG00002953
AFUB_076360	CADAFUBG00007576
AFUB_100200	CADAFUBG00009916
AFUB_095870	CADAFUBG00009489
AFUB_039070	CADAFUBG00003894
AFUB_059780	CADAFUBG00005958
AFUB_013650	CADAFUBG00001370
AFUB_074630	CADAFUBG00007403
AFUB_082390	CADAFUBG00008168
AFUB_007710	CADAFUBG00000774
AFUB_052450	CADAFUBG00005225
AFUB_016990	CADAFUBG00001703
AFUB_055460	CADAFUBG00005525
AFUB_097750	CADAFUBG00009680
AFUB_035220	CADAFUBG00003509
AFUB_061460	CADAFUBG00006125
AFUB_093790	CADAFUBG00009282
AFUB_008590	CADAFUBG00000863
AFUB_096700	CADAFUBG00009572
AFUB_048220	CADAFUBG00004812
AFUB_025800	CADAFUBG00002574
AFUB_068800	CADAFUBG00006828
AFUB_014920	CADAFUBG00001497
AFUB_074010	CADAFUBG00007341
AFUB_098870	CADAFUBG00009783
AFUB_000300	CADAFUBG00000030
AFUB_046690	CADAFUBG00004659
AFUB_090310	CADAFUBG00008945
AFUB_045380	CADAFUBG00004528
AFUB_036630	CADAFUBG00003650
AFUB_094010	CADAFUBG00009304
AFUB_056160	CADAFUBG00005595
AFUB_096000	CADAFUBG00009502
AFUB_094060	CADAFUBG00009309
AFUB_078590	CADAFUBG00007797
AFUB_017860	CADAFUBG00001781
AFUB_046730	CADAFUBG00004663
AFUB_043420	CADAFUBG00004332
AFUB_058990	CADAFUBG00005879
AFUB_080570	CADAFUBG00007984
AFUB_050080	CADAFUBG00004988
AFUB_023000	CADAFUBG00002294
AFUB_003320	CADAFUBG00000332
AFUB_099670	CADAFUBG00009863
AFUB_067750	CADAFUBG00006722
AFUB_045020	CADAFUBG00004492
AFUB_062140	CADAFUBG00006192
AFUB_008350	CADAFUBG00000839
AFUB_043500	CADAFUBG00004340
AFUB_093090	CADAFUBG00009212
AFUB_064820	CADAFUBG00006432
AFUB_074950	CADAFUBG00007435
AFUB_036970	CADAFUBG00003684
AFUB_099470	CADAFUBG00009843
AFUB_091630	CADAFUBG00009076
AFUB_050120	CADAFUBG00004992
AFUB_075940	CADAFUBG00007534
AFUB_101960	CADAFUBG00010083
AFUB_090520	CADAFUBG00008966
AFUB_004489	CADAFUBG00000450
AFUB_100800	CADAFUBG00009965
AFUB_083980	CADAFUBG00008327
AFUB_095970	CADAFUBG00009499
AFUB_098550	CADAFUBG00009751
AFUB_061010	CADAFUBG00006081
AFUB_080730	CADAFUBG00008000
AFUB_067550	CADAFUBG00006702
AFUB_024800	CADAFUBG00002474
AFUB_052300	CADAFUBG00005210
AFUB_096830	CADAFUBG00009585
AFUB_023020	CADAFUBG00002296
AFUB_049730	CADAFUBG00004953
AFUB_023270	CADAFUBG00002321
AFUB_100910	CADAFUBG00009976
AFUB_015260	CADAFUBG00001531
AFUB_019200	CADAFUBG00001914
AFUB_084450	CADAFUBG00008374
AFUB_012230	CADAFUBG00001228
AFUB_078620	CADAFUBG00007800
AFUB_006380	CADAFUBG00000641
AFUB_051410	CADAFUBG00005121
AFUB_002650	CADAFUBG00000265
AFUB_097730	CADAFUBG00009678
AFUB_036780	CADAFUBG00003665
AFUB_004890	CADAFUBG00000491
AFUB_042360	CADAFUBG00004225
AFUB_082740	CADAFUBG00008203
AFUB_101740	CADAFUBG00010061
AFUB_093380	CADAFUBG00009241
AFUB_086190	CADAFUBG00008551
AFUB_039880	CADAFUBG00003975
AFUB_021480	CADAFUBG00002142
AFUB_017250	CADAFUBG00001720
AFUB_012400	CADAFUBG00001245
AFUB_002590	CADAFUBG00000259
AFUB_083850	CADAFUBG00008314
AFUB_014640	CADAFUBG00001469
AFUB_025450	CADAFUBG00002539
AFUB_047360	CADAFUBG00004726
AFUB_096760	CADAFUBG00009578
AFUB_017370	CADAFUBG00001732
AFUB_016030	CADAFUBG00001608
AFUB_014310	CADAFUBG00001436
AFUB_075210	CADAFUBG00007461
AFUB_016320	CADAFUBG00001637
AFUB_074930	CADAFUBG00007433
AFUB_098920	CADAFUBG00009788
AFUB_015630	CADAFUBG00001568
AFUB_072710	CADAFUBG00007211
AFUB_085640	CADAFUBG00008495
AFUB_033080	CADAFUBG00003303
AFUB_034940	CADAFUBG00003480
AFUB_015910	CADAFUBG00001596
AFUB_009680	CADAFUBG00000973
AFUB_041420	CADAFUBG00004130
AFUB_000870	CADAFUBG00000087
AFUB_011950	CADAFUBG00001200
AFUB_024100	CADAFUBG00002404
AFUB_098490	CADAFUBG00009745
AFUB_067430	CADAFUBG00006690
AFUB_086270	CADAFUBG00008559
AFUB_035200	CADAFUBG00003507
AFUB_070020	CADAFUBG00006950
AFUB_078560	CADAFUBG00007794
AFUB_087810	CADAFUBG00008695
AFUB_041130	CADAFUBG00004100
AFUB_069270	CADAFUBG00006875
AFUB_059730	CADAFUBG00005953
AFUB_016340	CADAFUBG00001639
AFUB_042540	CADAFUBG00004243
AFUB_049470	CADAFUBG00004927
AFUB_039500	CADAFUBG00003937
AFUB_007630	CADAFUBG00000766
AFUB_028939	CADAFUBG00002888
AFUB_024400	CADAFUBG00002434
AFUB_031480	CADAFUBG00003143
AFUB_028830	CADAFUBG00002877
AFUB_012980	CADAFUBG00001303
AFUB_034450	CADAFUBG00003431
AFUB_046780	CADAFUBG00004668
AFUB_042380	CADAFUBG00004227
AFUB_046590	CADAFUBG00004649
AFUB_020840	CADAFUBG00002078
AFUB_089870	CADAFUBG00008901
AFUB_039790	CADAFUBG00003966
AFUB_065960	CADAFUBG00006546
AFUB_029730	CADAFUBG00002968
AFUB_036940	CADAFUBG00003681
AFUB_019750	CADAFUBG00001969
AFUB_040850	CADAFUBG00004072
AFUB_036790	CADAFUBG00003666
AFUB_013400	CADAFUBG00001345
AFUB_043820	CADAFUBG00004372
AFUB_080800	CADAFUBG00008007
AFUB_002360	CADAFUBG00000236
AFUB_031200	CADAFUBG00003115
AFUB_049570	CADAFUBG00004937
AFUB_009040	CADAFUBG00000908
AFUB_075990	CADAFUBG00007539
AFUB_093110	CADAFUBG00009214
AFUB_064270	CADAFUBG00006376
AFUB_046570	CADAFUBG00004647
AFUB_035560	CADAFUBG00003543
AFUB_012020	CADAFUBG00001207
AFUB_095430	CADAFUBG00009445
AFUB_025460	CADAFUBG00002540
AFUB_056740	CADAFUBG00005653
AFUB_059180	CADAFUBG00005898
AFUB_044810	CADAFUBG00004471
AFUB_047460	CADAFUBG00004736
AFUB_019470	CADAFUBG00001941
AFUB_051770	CADAFUBG00005157
AFUB_092670	CADAFUBG00009179
AFUB_069890	CADAFUBG00006937
AFUB_004510	CADAFUBG00000453
AFUB_043490	CADAFUBG00004339
AFUB_036310	CADAFUBG00003618
AFUB_056450	CADAFUBG00005624
AFUB_098470	CADAFUBG00009743
AFUB_013460	CADAFUBG00001351
AFUB_063860	CADAFUBG00006335
AFUB_052840	CADAFUBG00005264
AFUB_070620	CADAFUBG00007010
AFUB_096150	CADAFUBG00009517
AFUB_071910	CADAFUBG00007140
AFUB_001530	CADAFUBG00000153
AFUB_006430	CADAFUBG00000646
AFUB_092760	CADAFUBG00009188
AFUB_020190	CADAFUBG00002013
AFUB_101300	CADAFUBG00010015
AFUB_002850	CADAFUBG00000285
AFUB_043110	CADAFUBG00004301
AFUB_075970	CADAFUBG00007537
AFUB_067040	CADAFUBG00006651
AFUB_050260	CADAFUBG00005006
AFUB_066490	CADAFUBG00006599
AFUB_015680	CADAFUBG00001573
AFUB_002390	CADAFUBG00000239
AFUB_025760	CADAFUBG00002570
AFUB_022920	CADAFUBG00002286
AFUB_052170	CADAFUBG00005197
AFUB_084210	CADAFUBG00008350
AFUB_094170	CADAFUBG00009320
AFUB_038170	CADAFUBG00003804
AFUB_002370	CADAFUBG00000237
AFUB_056630	CADAFUBG00005642
AFUB_023250	CADAFUBG00002319
AFUB_005300	CADAFUBG00000532
AFUB_065040	CADAFUBG00006454
AFUB_092050	CADAFUBG00009118
AFUB_052560	CADAFUBG00005236
AFUB_024520	CADAFUBG00002446
AFUB_070220	CADAFUBG00006970
AFUB_045540	CADAFUBG00004544
AFUB_050250	CADAFUBG00005005
AFUB_101970	CADAFUBG00010084
AFUB_098590	CADAFUBG00009755
AFUB_015100	CADAFUBG00001515
AFUB_037160	CADAFUBG00003703
AFUB_004160	CADAFUBG00000417
AFUB_000390	CADAFUBG00000039
AFUB_054060	CADAFUBG00005386
AFUB_030910	CADAFUBG00003086
AFUB_080980	CADAFUBG00008025
AFUB_065110	CADAFUBG00006461
AFUB_016010	CADAFUBG00001606
AFUB_052290	CADAFUBG00005209
AFUB_069750	CADAFUBG00006923
AFUB_003070	CADAFUBG00000307
AFUB_043670	CADAFUBG00004357
AFUB_058930	CADAFUBG00005873
AFUB_079290	CADAFUBG00007867
AFUB_023290	CADAFUBG00002323
AFUB_054760	CADAFUBG00005456
AFUB_019820	CADAFUBG00001976
AFUB_063490	CADAFUBG00006297
AFUB_087250	CADAFUBG00008637
AFUB_089520	CADAFUBG00008866
AFUB_040270	CADAFUBG00004014
AFUB_025580	CADAFUBG00002552
AFUB_081270	CADAFUBG00008055
AFUB_065220	CADAFUBG00006472
AFUB_032660	CADAFUBG00003261
AFUB_017620	CADAFUBG00001757
AFUB_028060	CADAFUBG00002800
AFUB_084840	CADAFUBG00008414
AFUB_012450	CADAFUBG00001250
AFUB_035300	CADAFUBG00003517
AFUB_013920	CADAFUBG00001397
AFUB_077880	CADAFUBG00007726
AFUB_097060	CADAFUBG00009608
AFUB_020760	CADAFUBG00002070
AFUB_091560	CADAFUBG00009069
AFUB_018590	CADAFUBG00001853
AFUB_101340	CADAFUBG00010019
AFUB_028690	CADAFUBG00002863
AFUB_034390	CADAFUBG00003425
AFUB_093680	CADAFUBG00009271
AFUB_020410	CADAFUBG00002035
AFUB_079680	CADAFUBG00007905
AFUB_037130	CADAFUBG00003700
AFUB_042100	CADAFUBG00004199
AFUB_069830	CADAFUBG00006931
AFUB_000740	CADAFUBG00000074
AFUB_040700	CADAFUBG00004057
AFUB_046270	CADAFUBG00004618
AFUB_059240	CADAFUBG00005904
AFUB_030760	CADAFUBG00003071
AFUB_090530	CADAFUBG00008967
AFUB_024130	CADAFUBG00002407
AFUB_049430	CADAFUBG00004923
AFUB_076070	CADAFUBG00007547
AFUB_004350	CADAFUBG00000436
AFUB_008060	CADAFUBG00000810
AFUB_087390	CADAFUBG00008651
AFUB_043760	CADAFUBG00004366
AFUB_025080	CADAFUBG00002502
AFUB_068960	CADAFUBG00006844
AFUB_014780	CADAFUBG00001483
AFUB_043720	CADAFUBG00004362
AFUB_015140	CADAFUBG00001519
AFUB_101710	CADAFUBG00010058
AFUB_088370	CADAFUBG00008751
AFUB_020420	CADAFUBG00002036
AFUB_064360	CADAFUBG00006385
AFUB_087370	CADAFUBG00008649
AFUB_069400	CADAFUBG00006888
AFUB_018430	CADAFUBG00001837
AFUB_101040	CADAFUBG00009989
AFUB_015030	CADAFUBG00001508
AFUB_100120	CADAFUBG00009908
AFUB_001780	CADAFUBG00000178
AFUB_096720	CADAFUBG00009574
AFUB_016800	CADAFUBG00001685
AFUB_038060	CADAFUBG00003793
AFUB_091760	CADAFUBG00009089
AFUB_008910	CADAFUBG00000895
AFUB_066770	CADAFUBG00006627
AFUB_042460	CADAFUBG00004235
AFUB_070830	CADAFUBG00007031
AFUB_091670	CADAFUBG00009080
AFUB_013740	CADAFUBG00001379
AFUB_009150	CADAFUBG00000919
AFUB_015420	CADAFUBG00001547
AFUB_012830	CADAFUBG00001288
AFUB_044160	CADAFUBG00004406
AFUB_055490	CADAFUBG00005528
AFUB_091230	CADAFUBG00009036
AFUB_018160	CADAFUBG00001810
AFUB_034730	CADAFUBG00003459
AFUB_029330	CADAFUBG00002928
AFUB_029930	CADAFUBG00002988
AFUB_058090	CADAFUBG00005788
AFUB_009260	CADAFUBG00000931
AFUB_092190	CADAFUBG00009132
AFUB_080900	CADAFUBG00008017
AFUB_055940	CADAFUBG00005573
AFUB_053730	CADAFUBG00005353
AFUB_030590	CADAFUBG00003054
AFUB_003010	CADAFUBG00000301
AFUB_082890	CADAFUBG00008218
AFUB_035210	CADAFUBG00003508
AFUB_040890	CADAFUBG00004076
AFUB_059110	CADAFUBG00005891
AFUB_050430	CADAFUBG00005023
AFUB_077590	CADAFUBG00007699
AFUB_075830	CADAFUBG00007523
AFUB_071950	CADAFUBG00007144
AFUB_020100	CADAFUBG00002004
AFUB_087400	CADAFUBG00008652
AFUB_027050	CADAFUBG00002698
AFUB_041460	CADAFUBG00004134
AFUB_012460	CADAFUBG00001251
AFUB_047000	CADAFUBG00004690
AFUB_039290	CADAFUBG00003916
AFUB_031400	CADAFUBG00003135
AFUB_091620	CADAFUBG00009075
AFUB_066500	CADAFUBG00006600
AFUB_094580	CADAFUBG00009361
AFUB_080330	CADAFUBG00007961	CADAFUBG00009170
AFUB_028780	CADAFUBG00002872
AFUB_009670	CADAFUBG00000972
AFUB_019330	CADAFUBG00001927
AFUB_040260	CADAFUBG00004013
AFUB_047260	CADAFUBG00004716
AFUB_065560	CADAFUBG00006506
AFUB_034420	CADAFUBG00003428
AFUB_088350	CADAFUBG00008749
AFUB_036320	CADAFUBG00003619
AFUB_006040	CADAFUBG00000607
AFUB_046540	CADAFUBG00004644
AFUB_078020	CADAFUBG00007741
AFUB_034790	CADAFUBG00003465
AFUB_028660	CADAFUBG00002860
AFUB_077030	CADAFUBG00007643
AFUB_000280	CADAFUBG00000028
AFUB_085200	CADAFUBG00008450
AFUB_053430	CADAFUBG00005323
AFUB_023350	CADAFUBG00002329
AFUB_012960	CADAFUBG00001301
AFUB_101240	CADAFUBG00010009
AFUB_026600	CADAFUBG00002654
AFUB_074550	CADAFUBG00007395
AFUB_075630	CADAFUBG00007503
AFUB_023650	CADAFUBG00002359
AFUB_097370	CADAFUBG00009642
AFUB_084980	CADAFUBG00008428
AFUB_075190	CADAFUBG00007459
AFUB_029110	CADAFUBG00002906
AFUB_094600	CADAFUBG00009363
AFUB_007580	CADAFUBG00000761
AFUB_100180	CADAFUBG00009914
AFUB_015990	CADAFUBG00001604
AFUB_060850	CADAFUBG00006065
AFUB_054930	CADAFUBG00005473
AFUB_038000	CADAFUBG00003787
AFUB_073080	CADAFUBG00007248
AFUB_030900	CADAFUBG00003085
AFUB_012790	CADAFUBG00001284
AFUB_052820	CADAFUBG00005262
AFUB_000250	CADAFUBG00000025
AFUB_034140	CADAFUBG00003400
AFUB_080960	CADAFUBG00008023
AFUB_009880	CADAFUBG00000993
AFUB_078790	CADAFUBG00007817
AFUB_058290	CADAFUBG00005808
AFUB_058390	CADAFUBG00005818
AFUB_096500	CADAFUBG00009552
AFUB_038760	CADAFUBG00003863
AFUB_023170	CADAFUBG00002311
AFUB_047550	CADAFUBG00004745
AFUB_049600	CADAFUBG00004940
AFUB_054870	CADAFUBG00005467
AFUB_077830	CADAFUBG00007721
AFUB_067690	CADAFUBG00006716
AFUB_009740	CADAFUBG00000979
AFUB_100920	CADAFUBG00009977
AFUB_035940	CADAFUBG00003581
AFUB_054850	CADAFUBG00005465
AFUB_063910	CADAFUBG00006340
AFUB_049360	CADAFUBG00004916
AFUB_031380	CADAFUBG00003133
AFUB_060100	CADAFUBG00005990
AFUB_036400	CADAFUBG00003627
AFUB_018820	CADAFUBG00001876
AFUB_091220	CADAFUBG00009035
AFUB_073270	CADAFUBG00007267
AFUB_004930	CADAFUBG00000495
AFUB_019320	CADAFUBG00001926
AFUB_066020	CADAFUBG00006552
AFUB_029050	CADAFUBG00002900
AFUB_071370	CADAFUBG00007085
AFUB_031670	CADAFUBG00003162
AFUB_038290	CADAFUBG00003816
AFUB_011650	CADAFUBG00001170
AFUB_006020	CADAFUBG00000604
AFUB_101380	CADAFUBG00010023
